A. David Edwards	Daniel Rueckert
Frank D. Wood	Yee Whye Teh
Frank Dittrich	Luc J. Van Gool
Frank Dittrich	Sule Yildirim Yayilgan
Frank Dondelinger	Sophie Lèbre
Frank Hutter	Holger Hoos
Frank Hutter	Kevin Leyton-Brown
Frank Lin	William W. Cohen
Frank Nielsen	Marcello Carioni
Frank Nielsen	Philippe Donnat
Frank Seide	Gang Li 0012
Frank van der Velde	Marc de Kamps
Frantisek Hula	Miroslav Kárný
Franz J. Király	Louis Theran
Franz J. Király	Ryota Tomioka
Franziska Biegler	Alexandre Tkatchenko
Franziska Biegler	Anatole von Lilienfeld
Franziska Biegler	Andreas Ziehe
Franziska Biegler	Klaus-Robert Müller
Franziska Meier	Philipp Hennig
Franziska Meier	Stefan Schaal
Franziska Schrodt	Markus Reichstein
François B. Vialatte	Andrzej Cichocki
François B. Vialatte	Charles-François Vincent Latchoumane
François B. Vialatte	Jaeseung Jeong
François Caron	Marie Chavent
François Chollet	Josef Urban
François Denis	Amaury Habrard
François Denis	Mattias Gybels
François Duport	Benjamin Schrauwen
François Duport	Marc Haelterman
François Duport	Serge Massar
François Duport	Yvan Paquot
François Fleuret	Pascal Fua
François Laviolette	Emilie Morvant
François Laviolette	Hugo Larochelle
François Laviolette	John Shawe-Taylor
François Laviolette	Khadidja Sylla
François Laviolette	Mario Marchand
François Laviolette	Ronald Ortner
François Laviolette	Sara Shanian
François Schnitzler	Arik Senderovich
François Schnitzler	Matthias Weidlich
François Schnitzler	Shie Mannor
François Schnitzler	Thomas Liebig
François Schnitzler	Timothy Arthur Mann
François-Xavier Briol	Chris J. Oates
François-Xavier Briol	Mark A. Girolami
François-Xavier Briol	Michael A. Osborne
Françoise Durand-Dubief	Dominique Sappey-Marinier
Fred Rieke	Jonathan W. Pillow
Frederic Besse	Daan Wierstra
Frederic Besse	Danilo Jimenez Rezende
Frederic Besse	Ivo Danihelka
Frederic Koehler	Ankur Moitra
Frederic Koehler	Tengyu Ma
Fredrik D. Johansson	Ankani Chattoraj
Fredrik D. Johansson	Chiranjib Bhattacharyya
Fredrik D. Johansson	David Sontag
Fredrik D. Johansson	Devdatt P. Dubhashi
Fredrik D. Johansson	Uri Shalit
Fredrik D. Johansson	Vinay Jethava
Fredrik Lindsten	Arnaud Doucet
Fredrik Lindsten	Brooks Paige
Fredrik Lindsten	Carl E. Rasmussen
Fredrik Lindsten	Frank D. Wood
Fredrik Lindsten	Jan-Willem van de Meent
Fredrik Lindsten	Michael I. Jordan
Fredrik Lindsten	Thomas B. Schön
Freek Stulp	Olivier Sigaud
Frédéric Chazal	Alessandro Rinaldo
Frédéric Chazal	Bertrand Michel
Frédéric Chazal	Brittany Fasy
Frédéric Chazal	Catherine Labruère
Frédéric Chazal	Fabrizio Lecci
Frédéric Chazal	Ilaria Giulini
Frédéric Chazal	Larry A. Wasserman
Frédéric Chazal	Marc Glisse
Frédéric Koriche	Jean-Daniel Zucker
Fu Li	Jian Li 0015
Fu Li	Pinyan Lu
Fu Li	Yu Liu
Furong Huang	Sham Kakade
Fuxin Li	Cristian Sminchisescu
Fuxin Li	James M. Rehg
Fuxin Li	Le Song
Gabriel Goh	Andrew Cotter
Gabriel Goh	Maya R. Gupta
Gabriel Goh	Michael P. Friedlander
Gabriel Kocevar	Dominique Sappey-Marinier
Gabriel Kocevar	Françoise Durand-Dubief
Gabriel Kocevar	Salem Hannoun
Gabriel Krummenacher	Cheng Soon Ong
Gabriel Krummenacher	Joachim M. Buhmann
Gabriel Krummenacher	Mario Lucic
Gabriel Krummenacher	Nicolai Meinshausen
Gabriel Krummenacher	Yannic Kilcher
Gabriel Peyré	Francis R. Bach
Gabriel Peyré	Justin Solomon
Gabriel Peyré	Laurent Jacques
Gabriel Ziegler	Daniel C. Alexander
Gabriel Ziegler	Sébastien Ourselin
Gabriella Contardo	Ludovic Denoyer
Gabriella Contardo	Nicolas Baskiotis
Gal Dalal	Elad Gilboa
Gal Dalal	Shie Mannor
Gal Elidan	Cobi Cario
Gal Levi	Dmitri Hanukaev
Galen Andrew	Emanuel Todorov
Galen Andrew	Jeff A. Bilmes
Galen Andrew	Karen Livescu
Galen Andrew	Raman Arora
Galen Andrew	Zoran Popovic
Gang Fu	Afshin Rostamizadeh
Gang Fu	Morteza Zadimoghaddam
Gang Fu	Vahab S. Mirrokni
Gang Niu	Bo Dai
Gang Niu	Makoto Yamada
Gang Niu	Masashi Sugiyama
Gang Niu	Tomoya Sakai
Gang Niu	Wittawat Jitkrittum
Gang Niu	Yao Ma
Gang Wang 0014	Georgios B. Giannakis
Gao Huang	Chuan Guo
Gao Huang	Fei Sha
Gao Huang	Kilian Q. Weinberger
Gao Huang	Yu Sun
Garrett Bernstein	Daniel Sheldon
Garth A. Gibson	Eric P. Xing
Garth A. Gibson	Gregory R. Ganger
Gartheeban Ganeshapillai	Andrew Lo
Gartheeban Ganeshapillai	John V. Guttag
Garvesh Raskutti	Michael W. Mahoney
Gary B. Huang	Erik G. Learned-Miller
Gary B. Huang	Honglak Lee
Gary B. Huang	Marwan A. Mattar
Gary Chen	David B. Dunson
Gary Chen	Lawrence Carin
Gary Holt	Dan Dennison
Gary Holt	Daniel Golovin
Gary Holt	Dietmar Ebner
Gary Holt	Eugene Davydov
Gary Holt	Jean-François Crespo
Gary Holt	Michael Young
Gary Holt	Todd Phillips
Gary Holt	Vinay Chaudhary
Gaurav Pandey	Ambedkar Dukkipati
Gautam Dasarathy	Barnabás Póczos
Gautam Dasarathy	Jeff G. Schneider
Gautam Dasarathy	Junier B. Oliva
Gautam Kunapuli	Jude W. Shavlik
Gautam Kunapuli	Richard Maclin
Gautam Sargur	Vikas Singh
Gautam Shroff	Puneet Agarwal
Gautam Shroff	Richa Rawat
Gautham J. Mysore	Maneesh Sahani
Gautier Marti	Frank Nielsen
Gautier Marti	Philippe Donnat
Gautier Marti	Sébastien Andler
Gavin Brown 0001	Claudia Eckert
Gavin Brown 0001	Fabio Roli
Gavin Brown 0001	Giorgio Fumera
Gavin Taylor	Ankit Patel
Gavin Taylor	Bharat Singh
Gavin Taylor	Connor Geer
Gavin Taylor	David Piekut
Gavin Taylor	Ronald Parr
Gavin Taylor	Ryan Burmeister
Gavin Taylor	Shlomo Zilberstein
Gavin Taylor	Tom Goldstein
Gavin Taylor	Zheng Xu 0002
Gaël Varoquaux	A. David Edwards
Gaël Varoquaux	Alexandre Gramfort
Gaël Varoquaux	Bertrand Thirion
Gaël Varoquaux	Daniel Rueckert
Gaël Varoquaux	David J. Sharp
Gaël Varoquaux	Emma C. Robinson
Gaël Varoquaux	Jean-Baptiste Poline
Gaël Varoquaux	Matthew B. Blaschko
Gemma Piella	Dinggang Shen
Gemma Piella	Guorong Wu 0001
Gemma Piella	Miguel Ángel González Ballester
Gemma Piella	Xiaofeng Zhu
Gemma Roig	Luc J. Van Gool
Gemma Roig	Salomon Diether
Genevera I. Allen	Zhandong Liu
Genki Kusano	Kenji Fukumizu
Genki Kusano	Yasuaki Hiraoka
Gennady Samorodnitsky	John E. Hopcroft
Geoffrey E. Hinton	Catalin Ionescu
Geoffrey E. Hinton	Joel Z. Leibo
Geoffrey E. Hinton	Marc Pollefeys
Geoffrey Irving	Alexander A. Alemi
Geoffrey Irving	Christian Szegedy
Geoffrey Irving	François Chollet
Geoffrey Irving	Josef Urban
Geoffrey Irving	Niklas Eén
Geoffrey J. Gordon	Alexander J. Smola
Geoffrey J. Gordon	Brandon Amos
Geoffrey M. Voelker	Lawrence K. Saul
Geoffrey S. Ginsburg	Lawrence Carin
Georg Langs	Alexandra J. Golby
Georg Langs	Laura Rigolo
Georg Langs	Polina Golland
Georg Langs	Yanmei Tie
Georg Ostrovski	David Saxton
Georg Ostrovski	Rémi Munos
Georg Ostrovski	Tom Schaul
Georg Zeller	André Kahles
Georg Zeller	Gunnar Rätsch
Georg Zeller	Sören Sonnenburg
George E. Dahl	Abdel-rahman Mohamed
George E. Dahl	Geoffrey E. Hinton
George E. Dahl	Hugo Larochelle
George E. Dahl	Marc'Aurelio Ranzato
George E. Dahl	Ryan Prescott Adams
George H. Chen	Devavrat Shah
George H. Chen	Evelina Fedorenko
George H. Chen	Nancy Kanwisher
George H. Chen	Polina Golland
George H. Chen	Stanislav Nikolov
George Konidaris	Andrew G. Barto
George Konidaris	Philip S. Thomas
George Konidaris	Roderic A. Grupen
George Konidaris	Scott Kuindersma
George Konidaris	Scott Niekum
George Papamakarios	Iain Murray 0001
George Papandreou	Alan L. Yuille
George Trigeorgis	Björn W. Schuller
George Trigeorgis	Dilip Krishnan
George Trigeorgis	Dumitru Erhan
George Trigeorgis	Konstantinos Bousmalis
George Trigeorgis	Nathan Silberman
George Trigeorgis	Stefanos Zafeiriou
George Williams	Christoph Bregler
George Williams	Ian Spiro
Georges Goetz	E. J. Chichilnisky
Georgios Arvanitidis	Lars Kai Hansen
Georgios Arvanitidis	Søren Hauberg
Georgios Exarchakis	Jörg Lücke
Georgios Papachristoudis	John W. Fisher III
Georgios Theocharous	George Konidaris
Georgios Theocharous	Mohammad Ghavamzadeh
Gerard Sanroma	Dinggang Shen
Gerard Sanroma	Gemma Piella
Gerard Sanroma	Guorong Wu 0001
Gerard Sanroma	Miguel Ángel González Ballester
Gerard Sanroma	Oualid M. Benkarim
Gerard Sanroma	Xiaofeng Zhu
Gergely Neu	Alessandro Lazaric
Gergely Neu	András Antos
Gergely Neu	András György
Gergely Neu	Csaba Szepesvári
Gergely Neu	Michal Valko
Gergely Neu	Rémi Munos
Gergo Bohner	Jakob H. Macke
Gerhard Neumann	Constantin A. Rothkopf
Gerhard Neumann	Hany Abdulsamad
Gert Kiss	Vijay S. Pande
Gervasio Puertas	Jörg Bornschein
Gervasio Puertas	Jörg Lücke
Gerwin Schalk	Qiang Ji
Gheorghe Comanici	Doina Precup
Gheorghe Comanici	Prakash Panangaden
Giacomo Bassetto	Jakob H. Macke
Giacomo Zanella	Abbas Zaidi
Giacomo Zanella	Beka Steorts
Giacomo Zanella	Hanna M. Wallach
Giacomo Zanella	Jeffrey W. Miller
Gianluca Bontempi	Patrick E. Meyer 0001
Gianpaolo Basso	Gabriele Miceli
Gilbert Leung	Alexander J. Smola
Gilbert Leung	Kostas Tsioutsiouliklis
Gilbert Leung	Novi Quadrianto
Gilles Blanchard	Clayton Scott
Gilles Blanchard	Gyemin Lee
Gilles Blanchard	Nicole Krämer
Gilles Gasso	Alain Rakotomamonjy
Gilles Louppe	Antonio Sutera
Gilles Louppe	Louis Wehenkel
Gilles Louppe	Pierre Geurts
Gilles Meyer	Rodolphe Sepulchre
Gilles Meyer	Silvere Bonnabel
Gilles Puy	Pierre Vandergheynst
Gilles Puy	Rémi Gribonval
Gilles Wainrib	Hafiz Tiomoko Ali
Gilles Wainrib	Harry Sevi
Giorgio Corani	Fabrizio Ruggeri
Giorgio Corani	Francesca Mangili
Giorgio Corani	Marco Zaffalon
Giorgio Fumera	Claudia Eckert
Giorgio Fumera	Fabio Roli
Giorgio Patrini	Arik Friedman
Giorgio Patrini	Frank Nielsen
Giorgio Patrini	Marcello Carioni
Giorgio Patrini	Paul Rivera
Giorgio Patrini	Richard Nock
Giorgio Patrini	Tibério S. Caetano
Giorgos Borboudakis	Ioannis Tsamardinos
Giovanni S. Carmantini	Mathieu Desroches
Giovanni S. Carmantini	Peter beim Graben
Giovanni S. Carmantini	Serafim Rodrigues
Girish Kulkarni	Tamara L. Berg
Giulia C. Fanti	Kannan Ramchandran
Giulia C. Fanti	Peter Kairouz
Giulia C. Fanti	Pramod Viswanath
Giulia C. Fanti	Sewoong Oh
Giulia DeSalvo	Mehryar Mohri
Giulia Pasquale	Carlo Ciliberto
Giulia Pasquale	Francesca Odone
Giulia Pasquale	Lorenzo Natale
Giulia Pasquale	Lorenzo Rosasco
Giwoong Lee	Eunho Yang
Giwoong Lee	Sung Ju Hwang
Gleb Gusev	Aleksey Tikhonov
Gleb Gusev	Andrei M. Raigorodskii
Gleb Gusev	Maksim Zhukovskii
Gleb Gusev	Pavel Serdyukov
Gleb Gusev	Yurii Nesterov
Glen Cowan	Balázs Kégl
Glen Cowan	Cécile Germain
Glen Cowan	David Rousseau
Glen Cowan	Isabelle Guyon
Glencora Borradaile	Brent Heeringa
Glenn Fung	Jennifer G. Dy
Gopal Santhanam	Krishna V. Shenoy
Gopal Santhanam	Maneesh Sahani
Gopal Santhanam	Stephen I. Ryu
Gourav Roy	Okke Schrijvers
Govinda M. Kamath	Changho Suh
Govinda M. Kamath	David Tse
Gowtham Bellala	Clayton Scott
Gowtham Bellala	Suresh K. Bhavnani
Grace Wahba	Sterling C. Johnson
Grace Wahba	Xiaojin (Jerry) Zhu
Graham Cormode	Andrew McGregor 0001
Graham Cormode	Anthony Wirth
Graham Cormode	Sudipto Guha
Graham W. Taylor	Christoph Bregler
Graham W. Taylor	George Williams
Graham W. Taylor	Iain A. Matthews
Graham W. Taylor	Ian Spiro
Graham W. Taylor	Leonid Sigal
Graham W. Taylor	Rob Fergus
Grani Adiwena Hanasusanto	Daniel Kuhn
Greg Corrado	Andrew W. Senior
Greg Corrado	Andrew Y. Ng
Greg Corrado	Kai Chen 0010
Greg Corrado	Ke Yang
Greg Corrado	Marc'Aurelio Ranzato
Greg Corrado	Mark Z. Mao
Greg Corrado	Matthieu Devin
Greg Corrado	Paul A. Tucker
Greg Corrado	Quoc V. Le
Greg Corrado	Rajat Monga
Greg Diamos	Andrew Y. Ng
Greg Diamos	Awni Y. Hannun
Greg Diamos	Billy Jun
Greg Diamos	Bo Xiao
Greg Diamos	Chong Wang
Greg Diamos	Christopher Fougner
Greg Diamos	Dani Yogatama
Greg Diamos	David Seetapun
Greg Diamos	Erich Elsen
Greg Diamos	Jesse Engel
Greg Diamos	Jonathan Raiman
Greg Diamos	Jun Zhan
Greg Diamos	Libby Lin
Greg Diamos	Linxi Fan
Greg Diamos	Patrick LeGresley
Greg Diamos	Ryan Prenger
Greg Diamos	Sanjeev Satheesh
Greg Diamos	Sharan Narang
Greg Diamos	Sheng Qian
Greg Diamos	Sherjil Ozair
Greg Diamos	Shubho Sengupta
Greg Diamos	Tony Han
Greg Diamos	Xiangang Li
Greg Diamos	Yan Xie
Greg Diamos	Yi Wang
Greg Diamos	Zhenyao Zhu
Greg Diamos	Zhiqian Wang
Greg Horwitz	Jonathan W. Pillow
Greg Ver Steeg	Aram Galstyan
Greg Ver Steeg	Fei Sha
Greg Ver Steeg	Simon DeDeo
Greg Wayne	Alex Graves
Greg Wayne	Benigno Uria
Greg Wayne	Nal Kalchbrenner
Gregor Urban	Özlem Aslan
Gregory Druck	Andrew McCallum
Gregory G. Slabaugh	Chris Percy
Gregory G. Slabaugh	Simo Dragicevic
Gregory J. Puleo	Olgica Milenkovic
Gregory R. Ganger	Eric P. Xing
Gregory S. Corrado	Jeffrey Dean
Gregory S. Corrado	Jonathon Shlens
Gregory S. Corrado	Marc'Aurelio Ranzato
Gregory S. Corrado	Samy Bengio
Gregory S. Corrado	Tomas Mikolov
Gregory Shakhnarovich	Raquel Urtasun
Gregory Valiant	Li Zhang 0001
Gregory Valiant	Moses Charikar
Gregory Wayne	Alex Graves
Gregory Wayne	David Silver
Gregory Wayne	Tim Lillicrap
Gregory Wayne	Timothy P. Lillicrap
Gregory Wayne	Tom Erez
Gregory Wayne	Yuval Tassa
Grégoire Mesnil	Salah Rifai
Grégoire Mesnil	Yann Dauphin
Grégoire Montavon	Alexandre Tkatchenko
Grégoire Montavon	Anatole von Lilienfeld
Grégoire Montavon	Andreas Ziehe
Grégoire Montavon	Franziska Biegler
Grégoire Montavon	Katja Hansen
Grégoire Montavon	Klaus-Robert Müller
Grégoire Montavon	Marco Cuturi
Grégoire Montavon	Matthias Rupp
Grégoire Montavon	Mikio L. Braun
Grégoire Montavon	Siamac Fazli
Grégory Rogez	Cordelia Schmid
Grégory Senay	Fabio Massimo Zanzotto
Grégory Senay	Lorenzo Ferrone
Grégory Senay	Luca Rigazio
Guang-Tong Zhou	Arash Vahdat
Guang-Tong Zhou	Greg Mori
Guang-Tong Zhou	Tian Lan
Guangcan Liu	Ping Li 0001
Guangcan Liu	Yong Yu
Guangcan Liu	Zhouchen Lin
Guangming Shi	Donglai Xu
Guangming Shi	Xin Li 0005
Guangyun Chen	Changshui Zhang
Guannan Liang	Jiangwen Sun
Guannan Liang	Jinbo Bi
Guanyu Zhou	Chansoo Lee
Guanyu Zhou	Honglak Lee
Guglielmo Montone	Alexander V. Terekhov
Guglielmo Montone	J. Kevin O'Regan
Gui-Rong Xue	Dingyi Han
Guido F. Montúfar	KyungHyun Cho
Guido F. Montúfar	Razvan Pascanu
Guido F. Montúfar	Yoshua Bengio
Guido Montúfar	Johannes Rauh
Guido Montúfar	Nihat Ay
Guido Nolte	Klaus-Robert Müller
Guiguan Lin	Kang-Jun Liu
Guiguan Lin	Shan-Hung Wu
Guiguan Lin	Xinyang Gong
Guiguang Ding	Jianmin Wang 0001
Guiguang Ding	Mingqing Hu
Guillaume Alain	Jason Yosinski
Guillaume Alain	Pascal Vincent
Guillaume Bouchard	Kevin P. Murphy
Guillaume Desjardins	Aaron C. Courville
Guillaume Desjardins	Karen Simonyan
Guillaume Desjardins	Koray Kavukcuoglu
Guillaume Desjardins	Razvan Pascanu
Guillaume Desjardins	Yoshua Bengio
Guillaume Hennequin	Laurence Aitchison
Guillaume Hennequin	Máté Lengyel
Guillaume Obozinski	Francis R. Bach
Guillaume Obozinski	Jean-Philippe Vert
Guillaume P. Dehaene	Simon Barthelmé
Guillaume Papa	Aurélien Bellet
Guillaume Papa	Stéphan Clémençon
Guillaume Rabusseau	Hachem Kadri
Guillaume Sergent	Andreas Krause 0001
Guillaume Sergent	Markus Püschel
Guillem Rigaill	Francis R. Bach
Guillem Rigaill	Guillaume Bourque
Guillem Rigaill	Jean-Philippe Vert
Guillermo A. Cecchi	Diego Fernández Slezak
Guillermo D. Cañas	Lorenzo Rosasco
Guillermo D. Cañas	Tomaso A. Poggio
Guillermo Sapiro	A. Robert Calderbank
Guillermo Sapiro	David B. Dunson
Guillermo Sapiro	Lawrence Carin
Guillermo Sapiro	René Vidal
Gungor Polatkan	David B. Dunson
Gungor Polatkan	Guillermo Sapiro
Gungor Polatkan	Lawrence Carin
Gunnar E. Carlsson	Alejandro Ribeiro
Gunnar E. Carlsson	Facundo Mémoli
Gunnar E. Carlsson	Santiago Segarra
Gunnar Kedenburg	Raphaël Fonteneau
Gunnar Kedenburg	Rémi Munos
Gunwoong Park	Garvesh Raskutti
Guolin Ke	Qiwei Ye
Guolin Ke	Taifeng Wang
Guolin Ke	Tie-Yan Liu
Guolin Ke	Wei Chen 0034
Guolin Ke	Zhiming Ma
Guorong Wu 0001	Dinggang Shen
Guorong Wu 0001	Miguel Ángel González Ballester
Guorong Wu 0001	Xiaofeng Zhu
Guosheng Lin	Anthony R. Dick
Guosheng Lin	Anton van den Hengel
Guosheng Lin	Chunhua Shen
Guosheng Lin	Ian D. Reid 0001
Gustav Sourek	Filip Zelezný
Gustav Sourek	Ondrej Kuzelka
Gustav Sourek	Vojtech Aschenbrenner
Gustavo Malkomes	Benjamin Moseley
Gustavo Malkomes	Chip Schaff
Gustavo Malkomes	Dennis L. Barbour
Gustavo Malkomes	John P. Cunningham
Gustavo Malkomes	Kilian Q. Weinberger
Gustavo Malkomes	Matt J. Kusner
Gustavo Malkomes	Roman Garnett
Gustavo Malkomes	Wenlin Chen
Guy Bresler	David Gamarnik
Guy Bresler	Devavrat Shah
Guy Bresler	George H. Chen
Guy Isley	Christopher J. Hillar
Guy Isley	Friedrich T. Sommer
Guy Lebanon	Yoram Singer
Guy Lever	Arthur Gretton
Guy Lever	Daan Wierstra
Guy Lever	Luca Baldassarre
Guy Lever	Martin A. Riedmiller
Guy Lever	Massimiliano Pontil
Guy Lever	Nicolas Heess
Guy Lever	Sam Patterson
Guy Lever	Thomas Degris
Guy Rosman	Dan Feldman
Guy Rosman	Daniela Rus
Guy Rosman	John W. Fisher III
Guy Rosman	Mikhail Volkov
Guy Van den Broeck	Adnan Darwiche
Guy Van den Broeck	David Poole 0001
Gyemin Lee	Clayton Scott
Gábor Bartók	Amin Karbasi
Gábor Bartók	Andreas Krause 0001
Gábor Bartók	András György
Gábor Bartók	Csaba Szepesvári
Gábor Bartók	Navid Zolghadr
Gábor Bartók	Russell Greiner
Gábor Lugosi	Gilles Stoltz
H. Brendan McMahan	Jacob D. Abernethy
H. Brendan McMahan	Michael Young
Ha Hong	Charles F. Cadieu
Ha Hong	James J. DiCarlo
Ha Quang Minh	Loris Bazzani
Ha Quang Minh	Vikas Sindhwani
Ha Quang Minh	Vittorio Murino
Habib Benali	Olivier Colliot
Hachem Kadri	Alain Rakotomamonjy
Hachem Kadri	Asma Rabaoui
Hachem Kadri	Emmanuel Duflos
Hachem Kadri	Francis R. Bach
Hachem Kadri	Mohammad Ghavamzadeh
Hachem Kadri	Philippe Preux
Hadi Daneshmand	Alejandro Ribeiro
Hadi Daneshmand	Aurélien Lucchi
Hadi Daneshmand	Bernhard Schölkopf
Hadi Daneshmand	Le Song
Hadi Daneshmand	Manuel Gomez-Rodriguez
Hadi Daneshmand	Thomas Hofmann
Hadi Mohasel Afshar	Justin Domke
Hado P. van Hasselt	Arthur Guez
Hado P. van Hasselt	David Silver
Hado P. van Hasselt	Matteo Hessel
Hado P. van Hasselt	Volodymyr Mnih
Hado van Hasselt	Marc Lanctot
Hado van Hasselt	Nando de Freitas
Hado van Hasselt	Richard S. Sutton
Hadrien Glaude	Olivier Pietquin
Haesun Park	Kyomin Jung
Haesun Park	Le Song
Hafiz Tiomoko Ali	Harry Sevi
Hai Leong Chieu	Ivor W. Tsang
Hai Leong Chieu	Zhendong Zhao
Hai-Son Le	Ziv Bar-Joseph
Haichao Zhang	David P. Wipf
Haichao Zhang	Jianchao Yang
Haifeng Xia	Heng Huang
Haifeng Xia	Weidong Cai
Haijie Gu	John D. Lafferty
Haim Avron	Anastasios Zouzias
Haim Avron	Christos Boutsidis
Haim Avron	David P. Woodruff
Haim Avron	Huy L. Nguyen
Haim Avron	Lior Horesh
Haim Avron	Michael W. Mahoney
Haim Avron	Satyen Kale
Haim Avron	Shiva Prasad Kasiviswanathan
Haim Avron	Sivan Toledo
Haim Avron	Vikas Sindhwani
Haim Cohen	Koby Crammer
Haipeng Luo	Akshay Krishnamurthy
Haipeng Luo	John Langford 0001
Haipeng Luo	Nicolò Cesa-Bianchi
Haipeng Luo	Robert E. Schapire
Haiqin Yang	Irwin King
Haiqin Yang	Michael R. Lyu
Haiqin Yang	Zenglin Xu
Hairong Liu	Longin Jan Latecki
Hairong Liu	Shuicheng Yan
Haitham Bou-Ammar	Eric Eaton
Haitham Bou-Ammar	Matthew E. Taylor
Haitham Bou-Ammar	Paul Ruvolo
Haitham Bou-Ammar	Rasul Tutunov
Hakan Bilen	Andrea Vedaldi
Hakim C. Achterberg	Marleen de Bruijne
Hal Daumé III	Abhishek Kumar 0001
Hal Daumé III	Avishek Saha
Hal Daumé III	Jason Eisner
Hal Daumé III	John Langford 0001
Hal Daumé III	Larry S. Davis
Hal Daumé III	Samuel Gerber
Hal Daumé III	Z. Irene Ying
Halid Ziya Yerebakan	Bartek Rajwa
Halid Ziya Yerebakan	Murat Dundar
Hamed Masnadi-Shirazi	Nuno Vasconcelos
Hamed Pirsiavash	Antonio Torralba 0001
Hamed Pirsiavash	Aude Oliva
Hamid Reza Maei	Csaba Szepesvári
Hamid Reza Maei	Richard S. Sutton
Hamid Reza Maei	Shalabh Bhatnagar
Han Liu	Dimitris N. Metaxas
Han Liu	Eric P. Xing
Han Liu	Tianqi Zhao
Han Liu	Xi Chen
Han Liu 0001	Brian Caffo
Han Liu 0001	Cun-Hui Zhang
Han Liu 0001	Fang Han
Han Liu 0001	Guang Cheng
Han Liu 0001	Jarvis D. Haupt
Han Liu 0001	John D. Lafferty
Han Liu 0001	Kathryn Roeder
Han Liu 0001	Larry A. Wasserman
Han Liu 0001	Lie Wang
Han Liu 0001	Ming Yuan
Han Liu 0001	Tong Zhang 0001
Han Liu 0001	Xi Chen
Han Liu 0001	Yonina C. Eldar
Han Zhao	Brandon Amos
Han Zhao	Geoffrey J. Gordon
Han Zhao	Mazen Melibari
Han Zhao	Pascal Poupart
Han Zhao	Tameem Adel
Han Zhu	Jianmin Wang 0001
Han Zhu	Michael I. Jordan
Han-Gyol Yi	Bharath Chandrasekaran
Han-Hsing Tu	Hsuan-Tien Lin
Han-Jia Ye	De-Chuan Zhan
Han-Jia Ye	Xue-Min Si
Han-Jia Ye	Yuan Jiang 0001
Han-Jia Ye	Zhi-Hua Zhou
Hanbo Chen	L. Stephen Miller
Hanbo Chen	Tianming Liu
Hanbo Chen	Xintao Hu
Hane Aung	Massimiliano Pontil
Hane Aung	Nadia Bianchi-Berthouze
Hang Li 0001	Qiang Yang 0001
Hang Li 0001	Qingcai Chen
Hang Li 0001	Yong Yu
Hang Yu 0002	Andrzej Cichocki
Hang Yu 0002	Charles-François Vincent Latchoumane
Hang Yu 0002	François B. Vialatte
Hang Yu 0002	Jaeseung Jeong
Hang Yu 0002	Xueou Wang
Hanghang Tong	Boleslaw K. Szymanski
Hanghang Tong	Qiaozhu Mei
Hanhuai Shan	Arindam Banerjee
Hanhuai Shan	Franziska Schrodt
Hanhuai Shan	Jens Kattge
Hanhuai Shan	Markus Reichstein
Hanhuai Shan	Peter B. Reich
Hanie Sedghi	Anima Anandkumar
Hanie Sedghi	Animashree Anandkumar
Hanie Sedghi	Edmond A. Jonckheere
Hanie Sedghi	U. N. Niranjan
Hanjun Dai	Bo Dai
Hanjun Dai	Le Song
Hankz Hankui Zhuo	Qiang Yang 0001
Hankz Hankui Zhuo	Subbarao Kambhampati
Hanlin Goh	Joo-Hwee Lim
Hanlin Goh	Matthieu Cord
Hanlin Goh	Nicolas Thome
Hanlin Xue	Hongbin Zha
Hanlin Xue	Ling Wang
Hanna Kamyshanska	Roland Memisevic
Hanna M. Wallach	Abbas Zaidi
Hanna M. Wallach	Beka Steorts
Hanna M. Wallach	Mingyuan Zhou
Hannes Nickisch	Alexander J. Smola
Hannes Nickisch	Carl Edward Rasmussen
Hannes Verschore	Benjamin Schrauwen
Hannes Verschore	David Verstraeten
Hans J. P. Wouters	Ali Bahramisharif
Hans J. P. Wouters	Marcel A. J. van Gerven
Hans J. P. Wouters	Matthias Sebastian Treder
Hans J. P. Wouters	Tom Heskes
Hansheng Diao	David C. Parkes
Hansheng Diao	Zhenyu Lai
Hanxiao Liu	Jaime G. Carbonell
Hanxiao Liu	Yiming Yang
Hany Abdulsamad	Abbas Abdolmaleki
Hao Cheng	Csaba Szepesvári
Hao Cheng	Dale Schuurmans
Hao Cheng	Xinhua Zhang
Hao Henry Zhou	Grace Wahba
Hao Henry Zhou	Sathya Narayanan Ravi
Hao Henry Zhou	Sterling C. Johnson
Hao Henry Zhou	Vamsi K. Ithapu
Hao Henry Zhou	Vikas Singh
Hao Peng	Charles A. Sutton
Hao Su	Charles Ruizhongtai Qi
